District,State,Year,Month,Month_Number,Case_Type,Soil_Moisture_Percent,Saturation_Level,Field_Capacity_Percent,Wilting_Point_Percent,Excess_Water_mm,Waterlogging_Risk
Vikarabad,Telangana,2020,Dec,12,extreme_flood,46.5,Moderate,38.2,10.2,0.0,Low
Siddipet,Telangana,2020,Jan,1,mild,9.6,Very Low,37.2,15.5,0.0,Low
Siddipet,Telangana,2020,Feb,2,mild,20.7,Low,42.9,8.9,0.0,Low
Siddipet,Telangana,2020,Mar,3,mild,17.5,Very Low,38.3,14.6,0.0,Low
Siddipet,Telangana,2020,Apr,4,mild,10.0,Very Low,41.4,9.5,0.0,Low
Siddipet,Telangana,2020,May,5,mild,26.4,Low,29.5,11.8,0.0,Low
Siddipet,Telangana,2020,Jun,6,mild,32.4,Low,42.9,10.3,0.0,Low
Siddipet,Telangana,2020,Jul,7,mild,31.4,Low,28.7,9.9,0.0,Low
Siddipet,Telangana,2020,Aug,8,mild,37.2,Low,41.6,11.9,0.0,Low
Siddipet,Telangana,2020,Sep,9,mild,45.0,Moderate,38.8,16.0,0.0,Low
Siddipet,Telangana,2020,Oct,10,mild,38.1,Low,42.3,8.5,0.0,Low
Siddipet,Telangana,2020,Nov,11,mild,22.7,Low,40.0,15.9,0.0,Low
Siddipet,Telangana,2020,Dec,12,mild,14.4,Very Low,27.3,14.1,0.0,Low
Jangaon,Telangana,2020,Jan,1,severe_drought,1.2,Very Low,29.2,12.4,0.0,Low
Jangaon,Telangana,2020,Feb,2,severe_drought,0.0,Very Low,30.1,12.7,0.0,Low
Jangaon,Telangana,2020,Mar,3,severe_drought,13.2,Very Low,44.2,14.2,0.0,Low
Jangaon,Telangana,2020,Apr,4,severe_drought,0.0,Very Low,30.2,14.4,0.0,Low
Jangaon,Telangana,2020,May,5,severe_drought,0.0,Very Low,33.7,17.6,0.0,Low
Jangaon,Telangana,2020,Jun,6,severe_drought,0.0,Very Low,39.6,16.3,0.0,Low
Jangaon,Telangana,2020,Jul,7,severe_drought,5.3,Very Low,38.6,10.2,0.0,Low
Jangaon,Telangana,2020,Aug,8,severe_drought,17.2,Very Low,43.6,15.6,0.0,Low
Jangaon,Telangana,2020,Sep,9,severe_drought,10.9,Very Low,41.5,15.2,0.0,Low
Jangaon,Telangana,2020,Oct,10,severe_drought,9.3,Very Low,41.1,15.4,0.0,Low
Jangaon,Telangana,2020,Nov,11,severe_drought,0.0,Very Low,44.5,8.2,0.0,Low
Jangaon,Telangana,2020,Dec,12,severe_drought,5.2,Very Low,30.7,10.3,0.0,Low
Warangal,Telangana,2020,Jan,1,urban_flood,12.8,Very Low,35.8,14.9,0.0,Low
Warangal,Telangana,2020,Feb,2,urban_flood,27.0,Low,29.4,9.5,0.0,Low
Warangal,Telangana,2020,Mar,3,urban_flood,26.3,Low,40.5,13.6,0.0,Low
Warangal,Telangana,2020,Apr,4,urban_flood,10.9,Very Low,31.7,16.0,0.0,Low
Warangal,Telangana,2020,May,5,urban_flood,12.0,Very Low,35.6,11.0,0.0,Low
Warangal,Telangana,2020,Jun,6,urban_flood,39.2,Low,31.0,15.6,0.0,Low
Warangal,Telangana,2020,Jul,7,urban_flood,32.8,Low,36.2,11.2,0.0,Low
Warangal,Telangana,2020,Aug,8,urban_flood,42.1,Moderate,30.8,11.8,0.0,Low
Warangal,Telangana,2020,Sep,9,urban_flood,39.4,Low,43.2,8.8,0.0,Low
Warangal,Telangana,2020,Oct,10,urban_flood,35.8,Low,33.1,10.9,0.0,Low
Warangal,Telangana,2020,Nov,11,urban_flood,23.9,Low,43.8,13.0,0.0,Low
Warangal,Telangana,2020,Dec,12,urban_flood,18.2,Very Low,32.5,10.0,0.0,Low
Hanamkonda,Telangana,2020,Jan,1,normal,12.7,Very Low,34.0,13.0,0.0,Low
Hanamkonda,Telangana,2020,Feb,2,normal,26.8,Low,39.8,17.0,0.0,Low
Hanamkonda,Telangana,2020,Mar,3,normal,15.3,Very Low,36.6,12.4,0.0,Low
Hanamkonda,Telangana,2020,Apr,4,normal,24.3,Low,38.0,13.6,0.0,Low
Hanamkonda,Telangana,2020,May,5,normal,15.8,Very Low,35.1,12.4,0.0,Low
Hanamkonda,Telangana,2020,Jun,6,normal,56.6,Moderate,35.8,8.1,0.0,Medium
Hanamkonda,Telangana,2020,Jul,7,normal,58.6,Moderate,37.8,9.4,0.0,Medium
Hanamkonda,Telangana,2020,Aug,8,normal,56.9,Moderate,29.7,12.4,0.0,Medium
Hanamkonda,Telangana,2020,Sep,9,normal,41.6,Moderate,37.1,15.7,0.0,Low
Hanamkonda,Telangana,2020,Oct,10,normal,47.8,Moderate,33.3,14.1,0.0,Low
Hanamkonda,Telangana,2020,Nov,11,normal,18.6,Very Low,41.4,13.6,0.0,Low
Hanamkonda,Telangana,2020,Dec,12,normal,23.0,Low,37.6,17.4,0.0,Low
Mahabubabad,Telangana,2020,Jan,1,flood,39.8,Low,35.3,10.1,0.0,Low
Mahabubabad,Telangana,2020,Feb,2,flood,45.3,Moderate,29.8,16.7,0.0,Low
Mahabubabad,Telangana,2020,Mar,3,flood,29.1,Low,29.0,17.2,0.0,Low
Mahabubabad,Telangana,2020,Apr,4,flood,30.0,Low,42.2,16.5,0.0,Low
Mahabubabad,Telangana,2020,May,5,flood,36.5,Low,35.1,13.5,0.0,Low
Mahabubabad,Telangana,2020,Jun,6,flood,73.9,High,27.2,9.4,14.3,High
Mahabubabad,Telangana,2020,Jul,7,flood,70.3,High,35.7,9.7,6.2,High
Mahabubabad,Telangana,2020,Aug,8,flood,81.3,High,41.5,9.5,25.5,High
Mahabubabad,Telangana,2020,Sep,9,flood,64.4,Moderate,41.7,10.2,0.0,Medium
Mahabubabad,Telangana,2020,Oct,10,flood,70.1,High,37.2,8.8,7.3,High
Mahabubabad,Telangana,2020,Nov,11,flood,29.9,Low,25.4,17.0,0.0,Low
Mahabubabad,Telangana,2020,Dec,12,flood,47.5,Moderate,29.2,17.5,0.0,Low
Nirmal,Telangana,2020,Jan,1,drought,14.0,Very Low,36.6,17.0,0.0,Low
Nirmal,Telangana,2020,Feb,2,drought,1.7,Very Low,40.8,14.3,0.0,Low
Nirmal,Telangana,2020,Mar,3,drought,5.4,Very Low,33.5,12.5,0.0,Low
Nirmal,Telangana,2020,Apr,4,drought,12.3,Very Low,31.2,8.8,0.0,Low
Nirmal,Telangana,2020,May,5,drought,18.8,Very Low,25.6,14.0,0.0,Low
Nirmal,Telangana,2020,Jun,6,drought,12.0,Very Low,35.1,11.3,0.0,Low
Nirmal,Telangana,2020,Jul,7,drought,20.5,Low,32.7,15.9,0.0,Low
Nirmal,Telangana,2020,Aug,8,drought,23.7,Low,44.1,11.0,0.0,Low
Nirmal,Telangana,2020,Sep,9,drought,16.6,Very Low,30.5,13.8,0.0,Low
Nirmal,Telangana,2020,Oct,10,drought,10.6,Very Low,35.7,10.0,0.0,Low
Nirmal,Telangana,2020,Nov,11,drought,8.5,Very Low,39.5,17.2,0.0,Low
Nirmal,Telangana,2020,Dec,12,drought,5.7,Very Low,28.9,14.9,0.0,Low
Adilabad,Telangana,2020,Jan,1,waterlogging,32.0,Low,40.6,16.0,0.0,Low
Adilabad,Telangana,2020,Feb,2,waterlogging,37.5,Low,27.7,16.1,0.0,Low
Adilabad,Telangana,2020,Mar,3,waterlogging,39.3,Low,33.2,15.0,0.0,Low
Adilabad,Telangana,2020,Apr,4,waterlogging,40.0,Low,34.2,17.4,0.0,Low
Adilabad,Telangana,2020,May,5,waterlogging,41.6,Moderate,37.7,8.7,0.0,Low
Adilabad,Telangana,2020,Jun,6,waterlogging,79.2,High,29.8,17.1,22.0,High
Adilabad,Telangana,2020,Jul,7,waterlogging,74.4,High,39.7,16.9,17.7,High
Adilabad,Telangana,2020,Aug,8,waterlogging,68.9,High,35.4,14.8,0.0,Medium
Adilabad,Telangana,2020,Sep,9,waterlogging,82.1,High,41.6,10.3,24.7,High
Adilabad,Telangana,2020,Oct,10,waterlogging,69.1,High,44.0,13.0,6.1,Medium
Adilabad,Telangana,2020,Nov,11,waterlogging,40.7,Moderate,35.2,10.2,0.0,Low
Adilabad,Telangana,2020,Dec,12,waterlogging,45.7,Moderate,36.2,12.0,0.0,Low
Kumuram Bheem,Telangana,2020,Jan,1,extreme_flood,45.8,Moderate,28.1,15.5,0.0,Low
Kumuram Bheem,Telangana,2020,Feb,2,extreme_flood,42.2,Moderate,44.7,17.1,0.0,Low
Kumuram Bheem,Telangana,2020,Mar,3,extreme_flood,40.7,Moderate,41.8,14.3,0.0,Low
Kumuram Bheem,Telangana,2020,Apr,4,extreme_flood,40.1,Moderate,28.5,17.7,0.0,Low
Kumuram Bheem,Telangana,2020,May,5,extreme_flood,47.6,Moderate,29.1,11.9,0.0,Low
Kumuram Bheem,Telangana,2020,Jun,6,extreme_flood,88.6,Saturated,41.5,10.9,43.7,Extreme
Kumuram Bheem,Telangana,2020,Jul,7,extreme_flood,76.1,High,35.0,14.8,18.8,High
Kumuram Bheem,Telangana,2020,Aug,8,extreme_flood,91.1,Saturated,40.9,14.3,48.8,Extreme
Kumuram Bheem,Telangana,2020,Sep,9,extreme_flood,93.8,Saturated,31.8,14.1,55.9,Extreme
Kumuram Bheem,Telangana,2020,Oct,10,extreme_flood,93.3,Saturated,36.9,12.0,53.7,Extreme
Kumuram Bheem,Telangana,2020,Nov,11,extreme_flood,38.1,Low,39.6,12.6,0.0,Low
Kumuram Bheem,Telangana,2020,Dec,12,extreme_flood,36.3,Low,40.2,15.3,0.0,Low
Mancherial,Telangana,2020,Jan,1,mild,13.1,Very Low,29.3,9.3,0.0,Low
Mancherial,Telangana,2020,Feb,2,mild,20.2,Low,36.1,17.5,0.0,Low
Mancherial,Telangana,2020,Mar,3,mild,13.7,Very Low,35.5,14.5,0.0,Low
Mancherial,Telangana,2020,Apr,4,mild,19.7,Very Low,34.8,13.4,0.0,Low
Mancherial,Telangana,2020,May,5,mild,25.9,Low,37.7,12.4,0.0,Low
Mancherial,Telangana,2020,Jun,6,mild,40.0,Low,42.6,10.1,0.0,Low
Mancherial,Telangana,2020,Jul,7,mild,44.6,Moderate,35.8,9.8,0.0,Low
Mancherial,Telangana,2020,Aug,8,mild,36.8,Low,39.1,15.2,0.0,Low
Mancherial,Telangana,2020,Sep,9,mild,30.3,Low,41.6,14.0,0.0,Low
Mancherial,Telangana,2020,Oct,10,mild,27.8,Low,32.8,14.3,0.0,Low
Mancherial,Telangana,2020,Nov,11,mild,12.5,Very Low,44.7,17.1,0.0,Low
Mancherial,Telangana,2020,Dec,12,mild,9.2,Very Low,35.6,13.7,0.0,Low
Asifabad,Telangana,2020,Jan,1,severe_drought,4.0,Very Low,33.5,16.2,0.0,Low
Asifabad,Telangana,2020,Feb,2,severe_drought,9.0,Very Low,26.6,14.3,0.0,Low
Asifabad,Telangana,2020,Mar,3,severe_drought,1.8,Very Low,28.3,12.5,0.0,Low
Asifabad,Telangana,2020,Apr,4,severe_drought,10.7,Very Low,30.6,10.9,0.0,Low
Asifabad,Telangana,2020,May,5,severe_drought,0.0,Very Low,25.7,15.7,0.0,Low
Asifabad,Telangana,2020,Jun,6,severe_drought,17.1,Very Low,37.5,17.8,0.0,Low
Asifabad,Telangana,2020,Jul,7,severe_drought,16.7,Very Low,38.9,12.5,0.0,Low
Asifabad,Telangana,2020,Aug,8,severe_drought,12.1,Very Low,31.5,16.0,0.0,Low
Asifabad,Telangana,2020,Sep,9,severe_drought,16.0,Very Low,39.8,16.5,0.0,Low
Asifabad,Telangana,2020,Oct,10,severe_drought,10.7,Very Low,29.6,9.8,0.0,Low
Asifabad,Telangana,2020,Nov,11,severe_drought,0.0,Very Low,44.7,12.3,0.0,Low
Asifabad,Telangana,2020,Dec,12,severe_drought,0.0,Very Low,39.6,13.8,0.0,Low
