Annual_Rainfall_mm_x,Flood_Occurred,Waterlogging_Occurred,Waterlogging_Days,Urban_Inundation_Hours,Roads_Blocked_Count,Drainage_Overflow,Flash_Flood,Flood_Severity_Enc,Waterlogging_Severity_Enc,Annual_Rainfall_mm_y,Monsoon_Rainfall_mm,Monsoon_Percent,Rainfall_Category_Enc,Flood_Risk_Enc,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,pH,Permeability_mm_per_hr,Flood_Absorption_Score,Soil_Type_Enc,Water_Retention_Capacity_Enc,Drainage_Speed_Enc,Waterlogging_Susceptibility_Enc,Mean_Elevation_m,Min_Elevation_m,Elevation_Std_Dev,Inundation_Depth_Potential_m,Terrain_Type_Enc,Flood_Risk_Elevation_Enc,Urban_Percent,Waterbody_Percent,Impervious_Surface_Percent,Runoff_Potential_Enc,Urban_Heat_Island_Risk_Enc,Drainage_Capacity_Percent,Drain_Coverage_Percent,Blocked_Drains_Percent,Overflow_Threshold_mm_per_hr,Pump_Stations,Drainage_Quality_Enc,Waterlogging_Risk_Enc,Drainage_Type_Enc,Mean_Slope_Degrees,Runoff_Coefficient,Impervious_Runoff_mm_per_100mm_rain,Time_to_Peak_Flow_hrs,Curve_Number,Slope_Category_Enc,Waterlogging_Potential_Enc,Flow_Speed_Enc,Flood_Threshold_Daily_mm,Waterlogging_Threshold_mm,Alert_Level_1_mm,Alert_Level_2_mm,Alert_Level_3_mm,Emergency_Level_mm,Base_Flood_Risk_Enc,IMD_Category_Enc,Number_of_Major_Rivers,Distance_to_Nearest_River_km,Number_of_Waterbodies,Flood_Plain_Area_sqkm,Flood_Risk_River_Enc,Breach_History_Enc,Reservoir_Enc,Population_Density_per_sqkm,Urban_Population_Percent,Vulnerable_Population_Percent,Flood_Exposure_Index,Avg_Soil_Moisture,Max_Soil_Moisture,Avg_Excess_Water,Max_Saturation_Enc,Max_Waterlogging_Risk_Enc
1525.9,1,1,22,58,57,0,1,3.0,3.0,1392.9,1209.7,86.8,4,3,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
635.2,0,0,0,0,0,0,0,2.0,3.0,609.8,552.1,90.5,2,0,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
312.7,0,0,0,0,0,0,0,2.0,3.0,304.4,269.6,88.6,0,0,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
915.6,1,1,37,8,52,1,0,1.0,4.0,928.9,797.1,85.8,3,2,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
730.1,0,0,0,0,0,0,0,2.0,3.0,727.3,657.3,90.4,2,0,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
1070.0,1,1,6,47,54,0,0,2.0,1.0,1256.6,1075.4,85.6,4,2,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
373.2,0,0,0,0,0,0,0,2.0,3.0,373.2,328.3,88.0,1,0,70.9,8.6,16.7,2.2,6.3,24.4,3.0,3,3,3,0,316,245,7.8,0.0,3,0,16.4,3.4,12.3,1,0,28.0,62.9,13.0,10.7,21,1,2,2,6.54,0.59,59.0,1.8,82,2,2,2,115.0,69.0,57.5,86.2,115.0,172.5,1,1,1,23.5,16,259.1,0,0,0,391,19.5,29.1,2.64,16.35833333333333,30.0,0.0,1,0
408.3,0,0,0,0,0,0,0,2.0,3.0,329.5,315.8,95.8,1,0,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
722.9,1,1,19,17,62,1,0,1.0,2.0,776.2,717.6,92.5,3,2,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
1276.5,1,1,26,62,22,1,1,3.0,3.0,1192.7,1054.0,88.4,4,3,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
570.7,0,0,0,0,0,0,0,2.0,3.0,532.7,468.6,88.0,2,0,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
119.6,0,0,0,0,0,0,0,2.0,3.0,142.7,112.8,79.0,0,0,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
811.0,1,1,34,48,0,1,0,1.0,3.0,693.4,622.8,89.8,3,1,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
548.7,0,0,0,0,0,0,0,2.0,3.0,629.8,563.0,89.4,2,1,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
867.4,1,1,22,67,75,1,0,2.0,3.0,957.3,847.7,88.6,4,2,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
296.8,0,0,0,0,0,0,0,2.0,3.0,342.5,283.4,82.7,1,0,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
624.8,1,1,29,69,46,0,0,1.0,3.0,756.7,637.1,84.2,3,2,62.8,19.2,20.6,2.2,8.4,5.0,7.4,1,3,3,0,350,339,26.4,0.0,3,0,13.8,2.2,10.4,0,0,17.2,50.6,28.9,23.2,24,1,2,2,6.44,0.61,61.0,3.9,59,2,2,2,130.0,78.0,65.0,97.5,130.0,195.0,0,2,1,1.4,36,48.7,3,1,0,469,89.4,23.5,2.83,55.15,86.6,9.425,4,3
1085.3,1,1,5,16,47,1,0,1.0,1.0,1113.7,944.4,84.8,3,2,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
1633.9,1,1,30,23,9,1,1,3.0,3.0,1624.2,1460.8,89.9,4,3,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
861.9,0,0,0,0,0,0,0,2.0,3.0,734.1,619.8,84.4,2,0,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
222.6,0,0,0,0,0,0,0,2.0,3.0,229.3,197.7,86.2,0,0,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
963.7,1,1,19,58,0,1,0,1.0,2.0,1107.3,928.5,83.9,3,2,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
789.4,0,0,0,0,0,0,0,2.0,3.0,898.0,756.0,84.2,2,1,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
1286.3,1,1,16,2,31,1,0,2.0,2.0,1309.2,1167.3,89.2,4,2,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
515.1,0,0,0,0,0,0,0,2.0,3.0,430.6,386.3,89.7,1,0,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
973.2,1,1,33,33,60,1,0,1.0,3.0,1093.2,972.3,88.9,3,2,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
1967.2,1,1,3,65,32,1,1,3.0,1.0,1564.0,1334.0,85.3,4,3,26.5,46.7,26.8,1.1,7.5,46.2,9.2,6,2,1,3,300,250,118.1,0.0,3,0,19.7,7.4,14.8,1,0,38.5,78.9,35.8,20.1,11,2,1,0,5.07,0.57,57.0,5.4,73,2,2,2,105.0,63.0,52.5,78.8,105.0,157.5,1,1,1,6.4,22,182.7,2,1,0,410,83.7,18.1,4.78,60.666666666666664,86.6,12.275,4,3
2722.6,1,1,29,13,11,0,1,3.0,3.0,3483.3,3037.1,87.2,4,3,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1265.1,0,0,0,0,0,0,0,2.0,3.0,1129.2,980.6,86.8,2,0,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
319.7,0,0,0,0,0,0,0,2.0,3.0,439.3,354.0,80.6,0,0,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1966.9,1,1,17,8,25,1,0,1.0,2.0,1986.0,1722.1,86.7,3,2,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1285.4,0,0,0,0,0,0,0,2.0,3.0,1343.3,1158.5,86.2,2,0,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
2002.5,1,1,7,68,57,1,0,2.0,2.0,2038.9,1782.1,87.4,3,2,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
920.1,0,0,0,0,0,0,0,2.0,3.0,898.3,741.9,82.6,1,0,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1908.5,1,1,36,21,35,0,0,1.0,4.0,1908.4,1665.0,87.2,3,2,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
3255.6,1,1,35,49,35,1,1,3.0,4.0,3135.2,2714.2,86.6,4,3,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1477.4,0,0,0,0,0,0,0,2.0,3.0,1127.9,993.0,88.0,2,0,27.9,40.3,25.5,0.5,8.2,1.8,6.4,4,1,0,2,650,605,113.9,0.0,4,0,6.0,7.8,4.5,0,0,5.3,20.8,7.3,49.6,15,0,3,1,30.92,0.26,26.0,8.8,78,4,0,4,140.0,84.0,70.0,105.0,140.0,210.0,0,2,1,19.7,5,76.8,0,0,0,45,11.9,19.8,2.96,26.65833333333333,43.4,0.0,2,0
1045.6,0,0,0,0,0,0,0,2.0,3.0,1040.7,900.3,86.5,2,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
517.6,0,0,0,0,0,0,0,2.0,3.0,502.7,429.3,85.4,0,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
1574.1,1,1,13,23,29,1,0,1.0,2.0,1535.4,1328.2,86.5,3,2,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
1027.1,0,0,0,0,0,0,0,2.0,3.0,1008.0,896.1,88.9,2,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
1850.3,1,1,22,13,58,0,0,2.0,3.0,1592.5,1373.4,86.2,3,2,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
554.4,0,0,0,0,0,0,0,2.0,3.0,571.9,510.9,89.3,1,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
1498.6,1,1,19,9,70,1,0,1.0,2.0,1304.5,1170.5,89.7,3,1,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
2455.6,1,1,19,16,68,1,1,3.0,2.0,2322.6,1997.2,86.0,4,3,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
1043.0,0,0,0,0,0,0,0,2.0,3.0,1064.4,898.2,84.4,2,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
433.9,0,0,0,0,0,0,0,2.0,3.0,393.5,313.4,79.6,0,0,11.3,52.5,27.4,0.8,6.7,27.2,8.4,8,1,0,2,258,188,141.0,0.0,3,0,11.0,3.4,8.2,0,0,73.1,82.7,22.1,13.7,20,3,0,3,11.99,0.36,36.0,11.6,71,3,1,3,151.7,91.0,75.8,113.8,151.7,227.5,0,2,1,24.4,31,245.2,0,2,0,344,86.5,26.4,3.06,5.425,16.9,0.0,0,0
391.7,0,0,0,0,0,0,0,2.0,3.0,378.2,326.3,86.3,0,0,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
1322.5,1,1,39,53,41,1,0,1.0,4.0,1203.6,1029.5,85.5,3,2,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
965.3,0,0,0,0,0,0,0,2.0,3.0,854.2,741.9,86.9,2,0,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
1221.7,1,1,35,18,75,1,0,2.0,4.0,1610.2,1420.0,88.2,4,2,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
652.5,0,0,0,0,0,0,0,2.0,3.0,580.3,472.0,81.3,1,0,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
1251.3,1,1,38,7,45,1,0,1.0,4.0,1178.9,1019.7,86.5,3,1,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
1702.9,1,1,27,66,4,1,1,3.0,3.0,2184.9,1942.0,88.9,4,3,30.3,40.2,33.0,1.3,7.9,22.8,6.8,0,0,2,1,10,1,143.4,3.0,0,3,26.5,20.5,19.9,1,1,52.2,58.3,14.2,35.5,7,2,1,0,0.21,0.8,80.0,10.8,87,0,4,0,58.0,34.8,29.0,43.5,58.0,87.0,2,0,1,13.9,18,87.1,1,0,0,125,41.1,13.4,1.03,22.541666666666668,41.2,0.0,2,0
